,index,Unnamed: 0,id,name,alias,startDate,coords,city,apartments<5lvl,apartments>=5lvl<10,apartments>=10<15,apartments>=15,dormitory,hotel,residential,commercial,office,retail,civic,college,school,transportation,university,stadium,sports_hall,pavilion,adult_gaming_centre,fitness_centre,park,sauna,hackerspace,bar,fast_food,cafe,food_court,restaurant,cinema,exhibition_centre,attraction,gallery,museum,zoo,yes,picnic_site
10,512,512,1052,Новосибирск-8,"ул. Кошурникова, д. 33",2019-12-18,"{'lat': 55.03895, 'long': 82.975245}",Новосибирск,84,367,226,135,13,3,23,57,36,79,5,2,54,2,14,0,1,0,0,1,34,0,0,1,9,17,0,5,4,0,3,0,3,0,0,0
11,513,513,1054,Минеральные Воды-1,Минеральные Воды,2019-12-25,"{'lat': 44.210554, 'long': 43.138643}",Минеральные Воды,39,83,2,0,1,2,5552,114,1,109,0,0,6,0,0,0,0,0,0,0,5,0,0,0,3,16,0,4,2,0,0,0,1,0,0,0
12,514,514,1055,Курган-2,Володарского,2020-03-02,"{'lat': 55.437091, 'long': 65.342958}",Курган,213,689,57,9,5,1,14,30,235,195,2,9,38,0,12,0,1,0,0,0,9,1,0,4,2,4,0,5,1,0,0,0,5,0,63,0
13,515,515,1056,Астрахань-4,Дэкстер,2019-12-05,"{'lat': 46.412645, 'long': 47.985153}",Астрахань,0,6,0,0,2,0,0,1,0,3,0,2,4,0,2,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
14,516,516,1057,Санкт-Петербург 12-1,ТЦ Зебра,2019-11-01,"{'lat': 59.945644, 'long': 30.496789}",Санкт-Петербург,45,139,97,62,36,1,0,10,2,15,1,0,18,0,0,0,0,4,0,3,12,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0
15,517,517,1058,Санкт-Петербург 12-2,ТРЦ Охта Молл,2019-11-01,"{'lat': 59.939771, 'long': 30.417668}",Санкт-Петербург,144,486,34,31,8,3,42,13,87,21,2,3,39,0,3,0,0,7,0,2,41,1,0,0,1,3,0,3,0,0,0,0,2,0,0,0
16,518,518,1059,Санкт-Петербург 12-3,ТРК Заневский Каскад,2019-11-01,"{'lat': 59.932927, 'long': 30.436758}",Санкт-Петербург,74,323,111,87,14,3,1,7,55,20,2,2,28,0,1,0,0,6,0,3,24,0,0,0,2,3,0,3,0,0,0,0,0,0,0,0
17,519,519,1061,Краснодар-10,"ул. Коммунаров, 268/1",2019-12-11,"{'lat': 45.049265, 'long': 38.98347}",Краснодар,138,244,74,269,15,8,33,89,127,287,1,8,47,2,14,0,0,0,0,0,100,5,0,1,6,29,2,16,2,0,182,0,7,0,0,1
18,520,520,1062,Великий Новгород-2,Ивушки,2019-12-07,"{'lat': 58.54557, 'long': 31.311049}",Великий Новгород,76,190,10,6,3,4,31,24,7,22,0,0,11,0,2,0,0,1,0,0,66,1,0,0,0,4,0,1,1,0,40,0,5,0,0,0
19,521,521,1063,Новочеркасск-1,Новочеркасск,2019-12-19,"{'lat': 47.411626, 'long': 40.102416}",Новочеркасск,135,139,4,0,22,0,158,43,5,25,0,8,8,0,11,0,0,0,0,0,87,2,0,0,2,10,0,4,2,0,1,0,5,0,0,0
20,522,522,1064,Москва 17-2,Пресня - Тверская,2019-12-07,"{'lat': 55.772512, 'long': 37.585547}",Москва,162,713,120,49,8,9,4,198,244,52,6,2,43,3,15,0,0,0,0,0,35,1,0,0,2,2,0,5,2,0,35,3,18,0,0,0
21,523,523,1066,Москва 4-19,Красная Пресня,2019-12-19,"{'lat': 55.761355, 'long': 37.585637}",Москва,199,764,118,34,4,10,3,223,239,54,3,0,35,7,8,0,0,0,0,0,37,0,0,0,2,3,0,4,2,0,49,3,24,0,0,0
22,524,524,1073,Санкт-Петербург 2-3,пр-т. Ветеранов,2019-12-31,"{'lat': 59.833134, 'long': 30.197083}",Санкт-Петербург,21,436,83,61,31,6,4,5,10,48,0,4,33,3,0,0,0,10,0,2,13,2,0,0,1,5,0,2,0,0,0,0,0,0,0,0
23,525,525,1075,Славянка-1,Славянка,2020-01-05,"{'lat': 59.740371, 'long': 30.475364}",Шушары,122,287,15,0,0,1,7,4,3,14,0,0,13,0,0,0,0,3,0,0,9,0,0,0,1,5,0,0,0,0,1,0,0,0,0,0
24,526,526,1076,Санкт-Петербург 2-4,ЖК Солнечный город,2021-12-14,"{'lat': 59.839832, 'long': 30.10453}",Санкт-Петербург,102,104,25,14,5,4,25,3,20,37,0,2,13,1,8,0,0,9,0,0,13,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0
25,527,527,1077,Иркутск-3,Карла Маркса,2020-01-03,"{'lat': 52.286106, 'long': 104.289527}",Иркутск,340,567,84,93,36,7,818,284,48,66,1,1,44,0,44,5,0,0,0,2,191,0,0,2,6,10,0,13,1,0,5,0,11,1,0,0
26,528,528,1079,Кингисепп-2,Ребус,2020-01-02,"{'lat': 59.36, 'long': 28.61}",Кингисепп,40,208,9,0,10,2,8,18,5,26,0,2,7,0,2,1,0,4,0,0,6,0,0,0,3,4,0,1,0,0,0,0,1,0,0,0
27,529,529,1080,Саратов-4,Заводской,2020-02-06,"{'lat': 51.500616, 'long': 45.939968}",Саратов,0,19,51,2,1,0,135,9,0,32,0,0,19,0,9,0,0,0,0,0,10,0,0,0,2,4,0,1,0,0,2,0,0,0,0,0
28,530,530,1081,Москва 0-20,Новослободская,2022-03-15,"{'lat': 55.782334, 'long': 37.59931}",Москва,159,734,170,70,7,9,1,203,198,49,8,5,54,1,16,0,0,0,0,1,32,1,0,0,1,3,0,5,1,0,19,3,9,0,0,0
29,531,531,1082,Москва 0-21,Марьина Роща,2020-02-11,"{'lat': 55.792387, 'long': 37.602876}",Москва,54,585,158,82,9,5,1,114,159,40,6,6,50,4,15,0,0,0,0,2,20,2,0,1,1,1,0,3,0,0,5,1,6,0,0,0
30,532,532,1084,Стерлитамак-2,Стерлитамак-2,2019-12-24,"{'lat': 53.627039, 'long': 55.909005}",Стерлитамак,76,893,18,1,6,0,2,113,2,52,0,10,30,1,8,0,0,0,0,1,51,1,0,2,3,27,0,5,1,0,2,0,1,1,0,0
31,533,533,1086,Луга-1,Луга,2021-10-17,"{'lat': 58.731729, 'long': 29.843754}",Луга,133,131,8,0,0,2,33,25,2,55,0,0,9,1,0,0,0,13,0,0,31,1,0,0,0,1,0,0,0,0,4,0,1,1,0,0
32,534,534,1087,Нижнекамск-2,Нижнекамск-2,2019-12-24,"{'lat': 55.647358, 'long': 51.80876}",Нижнекамск,0,96,45,0,1,2,1,3,5,5,0,0,24,0,2,0,0,0,0,0,6,0,0,0,1,6,0,2,0,0,1,0,1,0,0,0
33,535,535,1089,Брянск-3,Фокинский,2020-01-07,"{'lat': 53.21187, 'long': 34.41999}",Брянск,25,67,15,3,0,1,12,24,1,40,0,2,11,0,0,0,0,0,0,0,4,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0
34,536,536,1091,Ликино-Дулево-1,Ликино-Дулёво,2019-12-30,"{'lat': 55.703667, 'long': 38.956439}",Ликино-Дулёво,67,41,8,0,2,1,47,5,1,6,0,0,4,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,537,537,1097,Воронеж-3,Воронеж-3,2020-03-07,"{'lat': 51.702218, 'long': 39.1804}",Воронеж,285,580,276,236,42,2,68,59,15,111,3,10,24,0,15,1,0,0,0,1,80,1,0,1,2,9,0,0,0,0,10,0,1,0,0,0
36,538,538,1099,Москва 1-27,Жулебино,2020-02-01,"{'lat': 55.695641, 'long': 37.851583}",Москва,127,205,127,133,2,0,2,9,1,25,1,1,24,0,1,0,0,0,0,0,9,0,0,0,2,2,1,4,0,0,0,0,0,0,0,0
37,539,539,1100,Сколково-1,Сколково,2020-07-08,"{'lat': 55.69889, 'long': 37.345302}",Новоивановское,58,127,50,137,1,0,14,12,18,58,0,0,14,0,0,0,0,0,0,0,4,0,0,1,2,5,1,2,1,0,7,0,0,0,0,0
38,540,540,1101,Красногорск-2,"ТЦ Родник, Народного ополчения 1А",2020-02-26,"{'lat': 55.836175, 'long': 37.317155}",Красногорск,204,254,137,252,7,3,0,20,32,292,11,2,46,12,5,0,1,0,0,1,13,2,0,0,6,6,0,6,0,0,1,0,1,0,0,0
39,541,541,1102,Мурино-1,Мурино,2020-07-01,"{'lat': 60.05675, 'long': 30.42917}",Мурино,36,359,144,293,29,0,11,19,15,94,0,1,45,0,0,0,0,47,0,5,13,4,0,0,9,4,0,3,0,0,1,0,0,0,0,0
40,542,542,1104,Ульяновск-5,Верхняя Терраса,2020-03-15,"{'lat': 54.336544, 'long': 48.536334}",Ульяновск,67,151,8,0,1,1,7,19,0,7,1,0,8,0,1,0,0,0,0,0,8,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0
41,543,543,1106,Санкт-Петербург 4-4,Литейный пр-т.,2020-04-25,"{'lat': 59.937616, 'long': 30.348666}",Санкт-Петербург,310,334,9,0,2,11,114,61,114,41,1,2,41,4,10,0,0,11,0,0,125,1,0,2,26,20,0,14,1,0,8,0,12,0,0,0
42,544,544,1108,Москва 0-23,Центральный Детский Магазин,2020-06-23,"{'lat': 55.760241, 'long': 37.625001}",Москва,343,726,87,32,4,12,5,405,493,88,9,4,46,10,34,0,0,0,0,0,44,0,0,1,2,4,0,3,2,0,43,1,22,1,0,0
43,545,545,1110,Муравленко-1,Муравленко,2020-09-25,"{'lat': 63.794617, 'long': 74.493585}",Муравленко,5,0,0,0,0,1,1,7,3,23,0,1,4,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0
44,546,546,1111,Санкт-Петербург 10-4,Невский пр-т.,2020-04-21,"{'lat': 59.934272, 'long': 30.336964}",Санкт-Петербург,338,330,8,0,4,10,78,51,106,37,2,2,35,3,29,0,0,5,0,0,136,1,0,2,27,24,0,15,1,0,11,0,15,0,0,0
45,547,547,1112,Самара-10,"Самара-10, ТК ""Амбар""",2020-05-30,"{'lat': 53.14038, 'long': 50.173675}",Самара,40,58,0,2,0,6,54,5,0,4,1,0,5,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
46,548,548,1114,Новосибирск-11,"ул. Одоевского, д. 1/12",2020-09-10,"{'lat': 54.936786, 'long': 83.099949}",Новосибирск,68,45,6,20,4,0,14,0,6,6,0,0,2,0,0,0,0,2,0,0,4,1,0,0,2,2,0,0,0,0,5,0,0,0,0,0
47,549,549,1115,Новосибирск-12,"ул. Гоголя, д. 33/1",2021-02-24,"{'lat': 55.043979, 'long': 82.935584}",Новосибирск,188,692,156,177,22,4,21,100,98,125,5,5,73,1,18,0,1,2,0,2,53,1,0,1,17,27,1,6,5,0,64,0,8,1,0,0
48,550,550,1116,Химки-2,Старые Химки,2020-07-23,"{'lat': 55.890522, 'long': 37.4451}",Химки,39,427,161,337,8,9,4,91,17,257,6,3,55,3,2,0,3,2,0,1,20,2,0,0,7,7,0,5,0,0,1,1,2,0,0,0
49,551,551,1119,Белогорск-1,Белогорск,2020-06-06,"{'lat': 50.918913, 'long': 128.473032}",Белогорск,72,157,0,0,0,2,40,16,0,12,0,0,10,0,0,0,0,0,0,1,3,0,0,0,1,4,0,2,1,0,0,0,1,0,0,0
50,552,552,1121,Норильск-2,Норильск-2,2020-04-27,"{'lat': 69.353542, 'long': 88.19229}",Норильск,12,546,14,1,13,2,0,8,43,142,1,0,30,0,1,0,0,7,0,0,8,2,0,0,4,1,0,6,1,0,0,1,2,0,0,0
51,553,553,1122,Горячий Ключ-1,Горячий Ключ,2021-06-21,"{'lat': 44.627799, 'long': 39.107886}",Горячий Ключ,6,21,6,0,0,1,6,7,5,52,0,0,2,1,0,0,0,0,0,0,11,1,0,0,2,13,0,6,0,0,1,0,0,0,0,0
52,554,554,1123,Челябинск-7,"Проспект Победы, 159",2021-02-21,"{'lat': 55.184021, 'long': 61.4004}",Челябинск,548,1092,293,82,28,4,9,930,65,179,1,12,51,0,42,0,1,0,0,2,97,1,0,2,9,17,3,1,0,0,145,0,3,2,0,0
53,555,555,1124,Когалым-1,Когалым,2020-11-05,"{'lat': 62.262482, 'long': 74.47685}",Когалым,53,83,0,4,0,1,47,23,11,55,2,2,5,0,0,0,0,0,0,0,3,1,0,0,1,2,0,4,1,0,2,0,1,0,0,0
54,556,556,1127,Электроугли-1,Электроугли,2021-06-09,"{'lat': 55.715931, 'long': 38.214521}",Электроугли,6,12,0,0,1,0,0,0,0,9,0,1,3,0,0,0,0,0,0,0,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
55,557,557,1128,Петрозаводск-2,Древлянка,2020-08-25,"{'lat': 61.769382, 'long': 34.309787}",Петрозаводск,278,414,24,22,33,1,29,15,15,39,2,6,24,1,4,0,0,0,0,1,21,2,0,0,5,4,1,5,0,0,1,0,3,0,0,0
56,558,558,1129,Рязань-2,"Советской Армии, 11",2020-07-27,"{'lat': 54.611551, 'long': 39.793938}",Рязань,69,207,71,41,5,3,1,17,19,43,1,2,12,0,4,0,0,0,0,1,20,1,0,0,3,14,0,3,1,0,8,0,3,0,0,0
57,559,559,1130,Москва 23-2,Бирюлево Западное,2020-06-04,"{'lat': 55.587575, 'long': 37.652957}",Москва,15,95,160,77,5,0,2,6,1,16,0,4,26,0,0,0,3,0,0,0,3,0,0,0,1,1,0,1,1,0,5,0,0,0,0,0
58,560,560,1132,Красноярск-3,"Красноярск-3, Ладо Кецховели 28",2020-11-14,"{'lat': 56.014831, 'long': 92.813773}",Красноярск,201,928,201,200,47,5,10,73,77,42,13,11,36,0,42,1,0,1,0,0,43,1,0,0,3,2,0,6,3,0,0,1,4,0,0,0
59,561,561,1133,Красноярск-4,"Красноярск-4, Дмитрия Мартынова 18",2020-09-10,"{'lat': 56.038569, 'long': 92.876494}",Красноярск,216,515,385,216,14,7,5,83,62,172,12,5,34,0,22,1,0,0,0,0,40,2,0,0,3,5,0,2,3,0,0,0,6,0,0,0
60,562,562,1134,Екатеринбург-10,Екатеринбург-10,2022-11-21,"{'lat': 56.781498, 'long': 60.60891}",Екатеринбург,58,387,188,163,18,1,47,33,25,63,8,3,28,11,0,0,0,3,0,1,66,6,0,0,17,2,0,1,0,0,2,0,0,0,0,0
61,563,563,1135,Екатеринбург-11,Екатеринбург-11,2020-10-23,"{'lat': 56.838568, 'long': 60.553214}",Екатеринбург,287,904,207,219,16,9,62,138,118,79,21,7,37,11,19,3,0,2,0,0,84,0,0,0,7,0,0,2,0,0,9,0,8,0,6,0
62,564,564,1136,Крымск-1,Крымск,2020-07-31,"{'lat': 44.932344, 'long': 37.985459}",Крымск,34,56,0,0,1,0,59,14,5,52,0,0,5,0,0,0,0,0,0,0,5,0,0,0,1,8,0,2,0,0,1,0,1,0,0,0
63,565,565,1137,Краснодар-11,ул.им.Героя Николая Шевелева д.2,2020-06-30,"{'lat': 45.072459, 'long': 39.0393}",Краснодар,130,350,47,290,10,5,550,41,39,248,0,5,14,0,9,0,0,0,0,1,60,0,0,0,2,5,0,3,1,0,0,0,0,0,0,0
64,566,566,1142,Иваново-2,Иваново-2,2020-09-20,"{'lat': 56.997039, 'long': 40.980182}",Иваново,656,811,74,22,4,3,757,107,11,124,2,5,27,0,18,1,0,0,0,0,28,1,0,2,4,8,0,3,3,0,1,0,10,0,8,0
65,567,567,1143,Новосибирск-13,"ул. Кирова, д. 46/1",2021-02-24,"{'lat': 55.018334, 'long': 82.939411}",Новосибирск,74,421,165,170,20,5,30,75,47,102,3,6,48,0,18,0,0,0,0,1,43,1,0,1,20,27,1,6,6,0,2,0,8,0,0,0
66,568,568,1144,Ростов-на-Дону-6,Военвед,2020-09-22,"{'lat': 47.259702, 'long': 39.651762}",Ростов-на-Дону,54,184,56,30,0,2,2,11,3,40,0,0,10,0,0,0,0,0,0,0,9,3,0,0,4,3,0,7,0,0,0,0,0,1,0,0
67,569,569,1145,Великие Луки-1,Великие Луки,2020-09-07,"{'lat': 56.347092, 'long': 30.559915}",Великие Луки,51,507,3,0,12,1,140,17,1,22,0,7,14,0,2,0,0,0,0,0,16,0,0,0,1,2,0,1,0,0,1,0,2,0,0,0
68,570,570,1148,Глазов-1,Глазов,2020-09-30,"{'lat': 58.139604, 'long': 52.675546}",Глазов,90,71,5,1,4,2,0,6,1,14,5,1,11,0,1,0,0,0,0,1,3,0,0,0,0,4,0,3,2,0,0,0,1,0,0,0
69,571,571,1149,Саратов-5,Юбилейный,2020-09-30,"{'lat': 51.569952, 'long': 46.068689}",Саратов,3,83,21,2,0,0,3,24,3,22,0,0,16,0,4,1,0,0,0,0,6,1,0,0,1,3,0,6,0,0,57,0,3,0,0,0
70,572,572,1150,Звенигород-1,Звенигород,2021-01-16,"{'lat': 55.72964, 'long': 36.856448}",Звенигород,12,14,10,17,0,4,4,4,5,36,0,0,3,2,0,0,0,0,0,0,7,1,0,0,0,4,0,0,0,0,7,0,3,0,0,2
71,573,573,1151,Санкт-Петербург 12-5,Московский пр-т,2020-10-23,"{'lat': 59.920641, 'long': 30.318267}",Санкт-Петербург,341,306,17,9,12,13,46,50,123,31,1,0,40,4,19,0,0,3,0,0,131,2,0,2,31,21,2,12,1,0,7,0,12,0,0,0
72,574,574,1153,Саранск-2,Саранск,2020-10-12,"{'lat': 54.182415, 'long': 45.182861}",Саранск,66,135,89,34,13,3,92,15,4,39,2,2,8,0,12,2,0,0,0,0,15,1,0,0,4,6,0,3,1,0,1,0,5,1,0,0
73,575,575,1154,Северодвинск-1,Северодвинск,2020-12-18,"{'lat': 64.539323, 'long': 39.813001}",Северодвинск,115,358,21,0,8,2,200,10,7,43,1,3,18,0,7,1,0,0,0,2,15,0,0,2,1,3,0,2,1,0,1,0,0,0,0,0
74,576,576,1155,Ижевск-3,"ул. 50 лет ВЛКСМ, д. 49",2020-11-10,"{'lat': 56.87607, 'long': 53.18262}",Ижевск,17,191,36,72,16,7,12,54,1,20,0,9,24,0,19,0,0,2,0,12,31,1,0,0,8,30,1,6,1,0,10,0,6,1,0,0
75,577,577,1156,Йошкар-Ола-2,Йошкар-Ола-2,2020-10-23,"{'lat': 56.640714, 'long': 47.870745}",Йошкар-Ола,71,205,56,2,15,1,136,44,11,37,0,1,7,0,11,0,0,0,0,0,18,6,0,1,1,3,0,2,1,0,0,1,2,1,0,0
76,578,578,1157,Москва 0-24,МФК Колумбус. Фудкорт,2021-03-11,"{'lat': 55.611773, 'long': 37.606892}",Москва,2,188,136,132,1,1,1,8,3,26,1,4,31,12,0,0,1,0,0,2,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
77,579,579,1158,Череповец-2,"Победы, 151",2020-11-24,"{'lat': 59.122888, 'long': 37.98908}",Череповец,64,719,74,5,0,0,424,7,0,13,1,3,3,0,6,0,0,0,0,0,31,2,0,2,8,11,0,5,4,0,0,0,2,1,0,0
78,580,580,1159,Санкт-Петербург 0-5,ТРК Европолис,2020-10-31,"{'lat': 59.9876, 'long': 30.353903}",Санкт-Петербург,76,394,75,65,55,7,21,23,78,23,0,1,28,0,14,0,0,24,0,2,58,2,0,0,7,2,0,2,0,1,1,0,1,0,0,0
79,581,581,1171,Вышний Волочек-1,Вышний Волочек-1,2021-01-10,"{'lat': 57.589784, 'long': 34.569023}",Вышний Волочек,13,52,0,0,4,0,582,15,1,15,2,1,7,0,0,0,0,0,0,0,15,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0
80,582,582,1174,Ишимбай-1,Ишимбай,2021-04-20,"{'lat': 53.451843, 'long': 56.04033}",Ишимбай,5,72,2,0,2,0,566,5,0,4,1,4,21,2,2,0,0,0,0,3,23,3,0,1,4,5,0,0,0,0,0,0,0,0,0,0
81,583,583,1175,Рязань-3,"Народный бульвар, 2а",2020-11-25,"{'lat': 54.644608, 'long': 39.657566}",Рязань,64,154,31,25,2,2,3,19,8,15,0,3,6,0,3,0,0,0,0,0,21,4,0,0,5,15,0,4,0,0,1,0,0,0,0,0
82,584,584,1176,Королев-2,Юбилейный,2020-12-21,"{'lat': 55.934442, 'long': 37.846813}",Королев,152,279,50,79,8,1,49,15,6,62,1,3,31,0,3,0,0,0,0,0,24,2,0,0,3,7,0,4,1,0,3,0,5,0,0,0
83,585,585,1177,Кореновск-1,Кореновск,2020-11-25,"{'lat': 45.466256, 'long': 39.448456}",Кореновск,0,12,0,0,0,0,2,14,2,4,0,0,8,0,0,0,0,0,0,0,9,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0
84,586,586,1178,Москва 12-2,Электрозаводская,2020-11-28,"{'lat': 55.781879, 'long': 37.707808}",Москва,54,529,228,72,20,9,1,87,226,126,0,13,38,7,13,0,0,0,0,0,18,1,0,1,6,7,1,2,1,1,4,0,0,0,0,0
85,587,587,1185,Пенза-3,"Пенза-3, ТРЦ ""Ритейл Парк""",2020-12-28,"{'lat': 53.12745, 'long': 45.02313}",Пенза,93,78,39,12,3,0,2,47,15,28,0,0,2,0,0,0,0,0,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0
86,588,588,1187,Волхов-1,Волхов,2021-04-05,"{'lat': 59.896082, 'long': 32.353527}",Волхов,75,111,1,0,2,4,0,12,3,17,0,0,8,1,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
87,589,589,1188,Верхняя Пышма-1,Верхняя Пышма,2021-03-05,"{'lat': 56.97275, 'long': 60.5736}",Верхняя Пышма,37,40,6,7,1,0,1,3,21,9,1,0,7,0,1,0,0,0,0,0,10,1,0,0,1,1,0,0,1,0,16,0,6,0,0,0
88,590,590,1189,Челябинск-8,"Проспект Ленина, 77",2021-03-12,"{'lat': 55.159347, 'long': 61.377359}",Челябинск,399,1099,378,121,40,7,13,1000,70,180,1,13,47,1,47,0,0,0,0,2,107,1,0,0,10,16,3,2,0,0,153,0,6,2,0,0
89,591,591,1190,Челябинск-9,"Братьев Кашириных, 158",2021-02-23,"{'lat': 55.164719, 'long': 61.294346}",Челябинск,41,253,364,150,8,1,2,328,5,147,0,3,17,1,5,0,0,0,0,0,28,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0
90,592,592,1191,Магнитогорск-2,"Магнитогорск-2, Карла Маркса, 170/1",2021-02-10,"{'lat': 53.380154, 'long': 58.977111}",Магнитогорск,49,417,66,7,1,0,16,42,13,79,0,2,20,0,0,0,0,0,0,0,32,1,0,1,2,3,0,3,0,0,3,0,0,0,0,0
91,593,593,1194,Санкт-Петербург 14-1,Бухарестская,2021-06-19,"{'lat': 59.884941, 'long': 30.368428}",Санкт-Петербург,75,270,33,10,8,1,6,25,44,13,1,0,25,0,1,0,0,20,0,1,28,1,0,0,2,1,0,0,0,0,1,0,0,0,0,0
92,594,594,1199,Москва 1-28,Люблино,2021-06-23,"{'lat': 55.675996, 'long': 37.772388}",Москва,21,248,158,162,5,1,0,2,0,49,0,4,47,0,1,0,0,0,0,1,23,0,0,0,1,1,0,0,0,0,3,0,3,0,0,1
93,595,595,1201,Хабаровск-3,Шеронова,2021-03-24,"{'lat': 48.47845, 'long': 135.06963}",Хабаровск,68,215,104,52,2,2,30,37,26,49,0,1,10,0,4,0,0,0,0,1,81,0,0,1,5,7,0,3,2,0,0,0,4,0,0,0
94,596,596,1202,Барнаул-2,"ул. Балтийская, д. 103",2021-11-17,"{'lat': 53.337328, 'long': 83.652413}",Барнаул,25,154,162,100,1,0,11,39,21,65,0,0,17,0,2,0,0,2,0,1,16,2,0,0,2,4,0,0,0,0,0,0,0,1,0,0
95,597,597,1203,Барнаул-3,"ул. Балтийская, д. 7А",2021-03-29,"{'lat': 53.333817, 'long': 83.689073}",Барнаул,29,224,167,102,0,0,11,39,17,71,0,0,19,0,1,0,0,2,0,1,18,2,0,1,2,8,0,0,0,0,1,0,0,1,0,0
96,598,598,1208,Братск-2,Энергетик,2021-07-17,"{'lat': 56.301144, 'long': 101.758155}",Братск,81,201,12,0,5,0,0,3,0,24,0,1,9,0,2,0,0,0,0,0,5,0,0,0,0,3,0,4,1,0,0,0,1,0,0,0
97,599,599,1211,Липецк-2,Валентины Терешковой 18,2021-04-22,"{'lat': 52.615852, 'long': 39.56821}",Липецк,100,692,177,33,8,10,18,90,17,96,2,12,32,1,2,3,0,0,0,1,10,2,0,3,8,15,0,6,2,0,1,0,4,1,0,0
98,600,600,1213,Омск-4,Омск - Галактика,2021-07-01,"{'lat': 54.948908, 'long': 73.38828}",Омск,154,435,62,8,18,1,49,39,45,129,0,12,18,0,1,0,0,0,0,2,15,1,0,0,0,3,0,2,0,0,3,0,1,0,0,0
